Time;Open Price;Close Price;Low Price;High Price;Volume
08.07.2024 17:00;57154.01;57621.1;56864.0;57151.11;1533.14021
08.07.2024 18:00;57151.1;57439.6;56767.22;57236.01;1628.57273
08.07.2024 19:00;57236.01;57297.16;54800.0;56185.24;7618.22468
08.07.2024 20:00;56185.24;56785.59;55704.01;55761.52;2136.08904
08.07.2024 21:00;55761.52;56114.0;55425.74;55812.0;1474.0279
08.07.2024 22:00;55812.0;56370.0;55600.0;56287.38;1236.0109
08.07.2024 23:00;56287.38;56574.99;56160.0;56280.32;967.20528
09.07.2024 00:00;56280.32;56544.0;56155.63;56477.31;1026.62111
09.07.2024 01:00;56477.3;56572.12;56200.01;56259.9;682.33766
09.07.2024 02:00;56259.9;56835.25;56200.0;56642.47;810.54532
09.07.2024 03:00;56642.47;56971.94;56550.16;56684.48;724.39177
09.07.2024 04:00;56684.49;56870.16;56611.48;56714.62;447.05994
09.07.2024 05:00;56714.61;56765.85;56289.45;56531.05;777.30622
09.07.2024 06:00;56531.06;57275.67;56439.97;56560.39;1517.01433
09.07.2024 07:00;56560.39;57362.66;56335.03;57261.9;1203.10758
09.07.2024 08:00;57261.9;57272.0;56877.25;57168.36;630.83356
09.07.2024 09:00;57168.36;57366.19;57109.21;57286.0;868.57744
09.07.2024 10:00;57286.01;57432.93;57120.0;57291.49;849.59689
09.07.2024 11:00;57291.48;57754.0;57192.54;57475.99;1274.59453
09.07.2024 12:00;57476.0;57560.0;57011.5;57116.84;1350.18867
09.07.2024 13:00;57116.84;57900.0;57024.01;57615.54;1768.19631
09.07.2024 14:00;57615.54;57689.04;57502.0;57588.01;779.11224
09.07.2024 15:00;57588.01;57668.54;57273.25;57426.46;823.39963
09.07.2024 16:00;57426.46;57545.8;57220.0;57428.01;439.71976
09.07.2024 17:00;57428.01;57560.0;57269.86;57338.01;1704.02633
09.07.2024 18:00;57338.01;57410.8;56920.0;57325.27;1774.06171
09.07.2024 19:00;57325.27;58131.09;57027.77;57060.0;3726.6547
09.07.2024 20:00;57060.0;57500.01;56903.0;57477.01;1584.03107
09.07.2024 21:00;57477.0;57869.36;57362.08;57690.01;1406.81493
09.07.2024 22:00;57690.01;57797.88;57370.84;57523.01;617.88106
09.07.2024 23:00;57523.0;58296.0;57442.62;57907.5;1583.32279
10.07.2024 00:00;57907.5;57930.0;57682.17;57862.01;556.81042
10.07.2024 01:00;57862.01;58096.68;57704.3;57929.25;865.6519
10.07.2024 02:00;57929.26;57977.46;57758.83;57800.01;416.70735
10.07.2024 03:00;57800.01;58260.0;57720.0;57936.0;756.79627
10.07.2024 04:00;57936.0;58116.13;57864.82;58050.0;457.80219
10.07.2024 05:00;58050.0;58050.0;57422.94;57486.37;714.34882
10.07.2024 06:00;57486.38;58000.01;57309.09;57798.89;954.09973
10.07.2024 07:00;57798.89;57914.89;57642.86;57882.55;530.00374
10.07.2024 08:00;57882.55;58208.0;57840.0;58180.01;563.78031
10.07.2024 09:00;58180.0;59436.0;58180.0;59347.44;3438.39298
10.07.2024 10:00;59347.43;59470.0;58820.44;58975.01;1187.6837
10.07.2024 11:00;58975.01;59313.06;58846.45;59238.47;697.81879
10.07.2024 12:00;59238.48;59286.2;58840.0;58977.99;742.59843
10.07.2024 13:00;58977.99;59032.82;58602.84;58756.01;889.11742
10.07.2024 14:00;58756.01;58769.4;58401.0;58490.0;1073.12232
10.07.2024 15:00;58489.99;58737.24;58311.66;58656.01;1060.98416
10.07.2024 16:00;58656.02;58717.09;58624.0;58674.01;163.79983
