Time;Open Price;Close Price;Low Price;High Price;Volume
16.07.2024 22:00;64500.0;64547.52;64111.56;64642.79;1173.38419
16.07.2024 23:00;64547.52;64795.44;64405.1;64922.32;1240.51718
17.07.2024 00:00;64795.43;65165.43;64597.13;65178.83;2145.16352
17.07.2024 01:00;65165.42;64651.82;64612.16;65182.99;1102.92271
17.07.2024 02:00;64651.82;64500.01;64479.14;64831.33;752.97687
17.07.2024 03:00;64500.0;64616.92;64115.0;64623.21;1095.61568
17.07.2024 04:00;64616.92;65043.99;64616.91;65388.97;2064.48546
17.07.2024 05:00;65044.0;65505.41;64932.31;65603.12;1682.12259
17.07.2024 06:00;65505.41;65670.19;65440.3;66128.63;2126.40166
17.07.2024 07:00;65670.18;65612.86;65541.05;65895.0;1094.76663
17.07.2024 08:00;65612.85;65701.66;65375.33;65792.87;974.48649
17.07.2024 09:00;65701.66;65830.0;65546.32;65855.94;853.1448
17.07.2024 10:00;65830.0;65624.01;65600.0;65993.14;932.95522
17.07.2024 11:00;65624.0;65575.87;65454.17;65790.0;1094.28692
17.07.2024 12:00;65575.87;65258.0;65198.62;65575.87;1506.6382
17.07.2024 13:00;65258.01;65179.63;64807.49;65477.54;1707.68187
17.07.2024 14:00;65179.62;65331.98;65078.0;65500.0;821.75646
17.07.2024 15:00;65331.99;65120.02;65100.0;65355.9;501.31591
17.07.2024 16:00;65120.02;64723.73;64560.0;65144.76;1577.93489
17.07.2024 17:00;64723.73;64730.72;64571.91;65014.0;1096.43881
17.07.2024 18:00;64730.73;65141.95;64537.41;65339.86;1786.09141
17.07.2024 19:00;65141.95;65032.09;64660.0;65232.78;1473.26318
17.07.2024 20:00;65032.1;64724.01;64628.0;65400.0;1860.44398
17.07.2024 21:00;64724.01;64359.48;64267.0;64766.99;1303.87949
